Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
The NewsCoin,https://www.crunchbase.com/organization/the-newscoin,1-10,"Advertising, Blockchain, Internet, Marketing, News",Non-equity Assistance,,,,Private,,,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",,,"The NewsCoin is a micropayments aggregator for media companies, using blockchain technology to allow direct monetization of page-views.",2016-01-01,year,Active,,,For Profit,http://www.thenewscoin.com,https://twitter.com/thenewscoin,https://www.facebook.com/thenewscoin/,https://www.linkedin.com/company/the-newscoin/,contact@thenewscoin.com,+1 919.903.0232,,,"The NewsCoin aims to reinvent the way digital media is consumed.  They are building a platform that allows newspapers, magazines and blogs to directly monetize online content. Using their system, readers can pay a trivial amount (a few pennies) per article read, resulting in dramatic increases revenues content providers and very little weight on the readers' pockets.",,,
The Metaverse Street Journal,https://www.crunchbase.com/organization/the-metaverse-street-journal,1-10,Cryptocurrency,Pre-Seed,,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,A Digital Newspaper & an Online Broadcaster focusing on Metaverse / NFT /Web 3.0 that aims to simplify the information for the Average Joe,2022-04-01,month,Active,,,For Profit,https://www.metaversestreetjournal.com/,https://twitter.com/Metaverseeditor,https://www.facebook.com/MetaverseStreetJournal,https://www.linkedin.com/company/metaversenews,newsroom@metaversestreetjournal.com,,,,The Metaverse Street Journal is a Digital Newspaper and an Online Broadcaster focusing on Metaverse / NFT /Web 3.0 for the Average Joe.  The Metaverse Street Journal is aiming to simplify information around Metaverse / NFT /Web 3.0.  The Motto of The Metaverse Street Journal is 'Your Daily dose of The Metaverse News'.,,,
The LinkLab,https://www.crunchbase.com/organization/the-linklab,1-10,"Blockchain, Consulting, Health Care, Information Technology, Supply Chain Management",,,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Women Founded,Less than $1M,The LinkLab is a unique supply chain consulting group founded to provide life science companies guidance.,2016-01-01,year,Active,,,For Profit,http://www.thelinklab.com/,https://twitter.com/TheLinkLab,,https://www.linkedin.com/company/the-linklab/,info@thelinklab.com,,,,"The LinkLab is a unique supply chain consulting group founded to provide life science companies guidance & support to meet world-wide serialization regulations. The LinkLab consultants draw upon their considerable expertise in technology, understanding of regulatory requirements, their in-depth knowledge of the LifeSciences industry and its supply chains, and their understanding of real-world business requirements to drive and deliver these complex programs. Their experience let's them see the gaps quickly, prioritize the essential from the nice-to-have, and their vision let's them frame solutions with business value in mind.",,,
The Lasalle Oxford,https://www.crunchbase.com/organization/the-lasalle-oxford,1-10,"Blockchain, Consulting",,,,,Private,,,,"Canal Winchester, Ohio, United States","Great Lakes, Midwestern US",,,The Lasalle Oxford is a consulting firm that helps businesses.,2015-01-01,year,Active,,,For Profit,https://www.thelasalleoxfordgroup.com,,,https://www.linkedin.com/company/the-lasalle-oxford-group,dominique@thelasalleoxfordgroup.com,+1 614-588-8678,,,"The Lasalle Oxfords offer strategic planning, branding, positioning analysis services, and introductory consultation. They  consulting firm that helps businesses.",,,
The Labz,https://www.crunchbase.com/organization/the-labz,1-10,"Blockchain, Collaboration, Intellectual Property, SaaS, Social Media",Venture - Series Unknown,"Management, Operations",,,Private,,,,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US","Black / African American Founded, Black / African American Led, Women Founded, Women Led",,The Labz is a no-code web platform designed to help businesses easily create their own dynamic live and on-demand online experiences.,2018-01-01,year,Active,,,For Profit,https://thelabz.com/,https://twitter.com/thelabzlive,https://www.facebook.com/thelabzlive/,https://www.linkedin.com/company/the-labz,farahallen@thelabz.com,,,,"The Labz is a custom event platform focused on the creative needs of the immersive marketing and advertising industry.  The Labz provides a drag and drop suite of tools that allows users to form curated conversations and experiences around content and products. With a subscription to the Labz software suite, marketers can uniquely present content by mixing-&-matching media, guest activities, communication channels, games, and interactive VR/360.",,,
The Institutes RiskStream Collaborative,https://www.crunchbase.com/organization/riskstream,1-10,"Blockchain, FinTech, Insurance, InsurTech, Software",,"Management, Product",,,Private,,,,"Malvern, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",,$50M to $100M,Industry-led consortium collaborating to unlock the potential of distributed ledger technology across the insurance industry.,2017-01-01,year,Active,,,Non-profit,http://www.RiskStream.org,https://twitter.com/the_institutes?lang=en,,https://www.linkedin.com/company/the-institutes-riskstream-collaborative/,,+1 610  644 2100,,14,"The RiskStream Collaborative aims to create an ecosystem within the risk management and insurance industry that leverages a scalable, enterprise-level blockchain/distributed ledger technology framework to streamline the flow and verification of data in order to lower operating costs, drive efficiency from improved processes and enhance the customer experience.",,,
The Folclore Company,https://www.crunchbase.com/organization/folclore,1-10,"Blockchain, E-Commerce, Food and Beverage, Loyalty Programs, Wine And Spirits",Seed,,,,Private,,,,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US","Hispanic / Latine Founded, Hispanic / Latine Led",,Folclore is a luxury goods and technology company importing boutique wines and spirits.,2018-10-13,day,Active,,,For Profit,https://www.folclore.company,https://twitter.com/BrazilCo,https://www.facebook.com/drinkcana/,https://www.linkedin.com/company/thefolclore,hello@folclore.company,2028080415,,5,Folclore is a luxury goods and technology company importing boutique wines and spirits. It includes emerging Brazilian spirits brands Cãna cachaça and Amázzoni gin to help customers enjoy luxurious Brazilian products.,,,
The Fine Art Ledger,https://www.crunchbase.com/organization/the-fine-art-ledger,1-10,"Art, Blockchain, Software",,,,,Private,,,,"Venice, California, United States","Greater Los Angeles Area, West Coast, Western US",,,"Blockchain-powered Fine Art Title, Authentication and Promotion Platform",2018-03-01,month,Active,,,For Profit,https://www.thefineartledger.com/,,https://www.facebook.com/thefineartledger,https://www.linkedin.com/company/the-fine-art-ledger,contact@thefineartledger.com,310-488-5017,,1,"Think of 'Shazam' for fine art but with a curated blockchain backed title, authentication and promotion platform",,,
The Dapp List,https://www.crunchbase.com/organization/the-dapp-list,1-10,"Blockchain, Cryptocurrency, Software",Seed,,,,Private,,,,"Belmont, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,2020-01-01,year,Active,,,For Profit,https://thedapplist.com/,https://twitter.com/thedapplist,,https://www.linkedin.com/company/the-dapp-list/,,,,2,The Dapp List is a multi-chain ecosystem for curating Web3 adoption. It offers a community-governed platform that strives to increase adoption of the Web3 ecosystem and bridge the gap between Web2 and Web3 users.,,,
The Cryptorealty Group,https://www.crunchbase.com/organization/the-cryptorealty-group,1-10,"Cryptocurrency, Real Estate, Residential",,,,,Private,,,,"Manhattan Beach, California, United States","Greater Los Angeles Area, West Coast, Western US","Women Founded, Women Led",,The Crypto Realty Group specializing in conducting real estate transactions with cryptocurrency.,2017-01-01,year,Active,,,For Profit,http://www.thecryptorealtygroup.com,https://twitter.com/crypto_realty?lang=en,https://www.facebook.com/pg/thecryptorealtygroup,https://www.linkedin.com/company/the-crypto-realty-group/,info@thecryptorealtygroup.com,+1 310 403 6580,,1,"The Cryptorealty Group provides cryptocurrency, real estate, blockchain, investments, bitcoin, ethereum, luxury real estate, commercial, residential, estate planning, escrow.",,,
The Crypto Prophecies,https://www.crunchbase.com/organization/crypto-prophecies,1-10,"Blockchain, Cryptocurrency, Internet of Things, Video Games",,,,,Private,,,,"Arnold, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",,Less than $1M,The Crypto Prophecies is a fast-paced NFT price prediction game.,2021-01-01,year,Active,,,For Profit,https://www.thecryptoprophecies.com,https://twitter.com/crypto_prophets,https://www.facebook.com/thecryptoprophecies,,hellothere@thecryptoprophecies.com,,,,The Crypto Prophecies is a peer-to-peer price prediction game that has NFT characters. It has all the skills of quick action wagering games pitted against real-time strategic decision-making. They offer daily free play with PVE mode.,,,
The Crypto Company,https://www.crunchbase.com/organization/the-crypto-company,1-10,"Blockchain, Finance, Financial Services",Post-IPO Equity,"Management, Operations",,,Public,,,,"Malibu, California, United States","Greater Los Angeles Area, West Coast, Western US",,$1M to $10M,The crypto company is an operating company actively managing and building a diversified portfolio of crypto currencies.,2013-01-01,year,Active,2017-11-14,day,For Profit,https://thecryptocompany.com,,https://www.facebook.com/The-Crypto-Company-1901572606749379,https://www.linkedin.com/company-beta/18065731,,,,7,"The Crypto Company is engaged in the business of providing consulting services and education for distributed ledger technologies, for the building of technological infrastructure and enterprise blockchain technology solutions.",,,
